datetime_utc,portfolio_id,symbol,action,qty,price_exec,slippage_bps,liquidity_impact_bps,fees,gross_amount,post_trade_cash,post_trade_position,signal_snapshot,rationale,run_id
2025-11-07T19:39:15.085173+00:00,portfolio_paper_reasonable,JPM,BUY,1.8947,313.378065,10.0,0.0,0.0,-593.76,4427.68,3.7897,"{""TS"":0.577324,""NS"":0.368065,""CDS"":0.49362,""wT"":0.6,""wN"":0.4}",score>buy,19179268780
2025-11-07T19:39:15.085333+00:00,portfolio_paper_reasonable,DOCN,BUY,12.2707,48.38834,10.0,0.0,0.0,-593.76,3833.92,24.5432,"{""TS"":0.635934,""NS"":0.206328,""CDS"":0.464091,""wT"":0.6,""wN"":0.4}",score>buy,19179268780
2025-11-07T19:39:15.085465+00:00,portfolio_paper_reasonable,GOOGL,BUY,2.1367,277.88761,10.0,0.0,0.0,-593.76,3240.16,12.6991,"{""TS"":0.505175,""NS"":0.373804,""CDS"":0.452626,""wT"":0.6,""wN"":0.4}",score>buy,19179268780
2025-11-07T19:39:15.085589+00:00,portfolio_paper_reasonable,DDOG,BUY,3.1617,187.79761,10.0,0.0,0.0,-593.76,2646.4,6.3239,"{""TS"":0.651812,""NS"":0.138089,""CDS"":0.446323,""wT"":0.6,""wN"":0.4}",score>buy,19179268780
2025-11-07T19:39:15.085710+00:00,portfolio_paper_reasonable,CMI,BUY,1.2424,477.922445,10.0,0.0,0.0,-593.77,2052.63,2.485,"{""TS"":0.672457,""NS"":0.103112,""CDS"":0.444719,""wT"":0.6,""wN"":0.4}",score>buy,19179268780
2025-11-07T19:52:09.544785+00:00,portfolio_paper_reasonable,JPM,BUY,1.8944,313.378065,10.0,0.0,0.0,-593.66,1458.97,5.6841,"{""TS"":0.577324,""NS"":0.368065,""CDS"":0.49362,""wT"":0.6,""wN"":0.4}",score>buy,19179543256
2025-11-07T19:52:09.544950+00:00,portfolio_paper_reasonable,DOCN,BUY,12.2689,48.38834,10.0,0.0,0.0,-593.67,865.29,36.8121,"{""TS"":0.635934,""NS"":0.206328,""CDS"":0.464091,""wT"":0.6,""wN"":0.4}",score>buy,19179543256
2025-11-07T19:52:09.545083+00:00,portfolio_paper_reasonable,GOOGL,BUY,2.1364,277.88761,10.0,0.0,0.0,-593.68,271.62,14.8355,"{""TS"":0.505175,""NS"":0.373804,""CDS"":0.452626,""wT"":0.6,""wN"":0.4}",score>buy,19179543256
2025-11-07T20:01:25.608533+00:00,portfolio_paper_reasonable,DOCN,BUY,0.0001,48.38834,10.0,0.0,0.0,-0.0,271.62,36.8122,"{""TS"":0.635934,""NS"":0.206328,""CDS"":0.464091,""wT"":0.6,""wN"":0.4}",score>buy,19179735319
2025-11-07T23:01:46.753521+00:00,portfolio_paper_reasonable,JPM,BUY,0.648225,314.579265,10.0,0.0,0.0,-203.92,67.7,6.332325,"{""TS"":0.605219,""NS"":0.335114,""CDS"":0.497177,""wT"":0.6,""wN"":0.4}",score>buy,19183518898
2025-11-07T23:01:46.753734+00:00,portfolio_paper_reasonable,SNAP,BUY,0.0001,8.213205,10.0,0.0,0.0,-0.0,67.7,0.0001,"{""TS"":0.538108,""NS"":0.213351,""CDS"":0.408205,""wT"":0.6,""wN"":0.4}",score>buy,19183518898
2025-11-10T16:55:13.844986+00:00,portfolio_paper_reasonable,AAPL,SELL,1.497043,268.78095,10.0,0.0,0.0,402.38,470.08,7.394857,"{""TS"":-0.268091,""NS"":0.25889,""CDS"":-0.057299,""wT"":0.6,""wN"":0.4}",rotation_upgrade,19239221086
2025-11-10T18:18:36.586377+00:00,portfolio_paper_reasonable,BE,BUY,1.792778,139.424285,10.0,0.0,0.0,-249.96,220.12,1.792778,"{""TS"":0.565685,""NS"":0.604422,""CDS"":0.581179,""wT"":0.6,""wN"":0.4}",score>buy|topped_by_rotation,19241605959
2025-11-10T18:18:36.586613+00:00,portfolio_paper_reasonable,AAPL,SELL,1.848714,269.85987,10.0,0.0,0.0,498.89,719.02,5.546143,"{""TS"":-0.240613,""NS"":0.255523,""CDS"":-0.042159,""wT"":0.6,""wN"":0.4}",rotation_upgrade,19241605959
2025-11-10T18:18:36.586755+00:00,portfolio_paper_reasonable,SNAP,SELL,2.5e-05,8.676315,10.0,0.0,0.0,0.0,719.02,7.5e-05,"{""TS"":0.613207,""NS"":-0.069625,""CDS"":0.340074,""wT"":0.6,""wN"":0.4}",rotation_upgrade,19241605959
