sector,market_value,realized_pnl,unrealized_pnl,total_pnl,buy_volume,sell_volume,exposure_return,symbols
UNSPECIFIED,11948.6,6253.57,968.77,7222.34,18020.89,6692.35,0.400776,"AAPL,ADBE,AMD,AMZN,ARCC,CAT,CRM,CRUS,CRWD,DE,DIA,DNA,ENPH,ESTC,FSLR,GOOGL,HD,HON,IONQ,IWM,JNJ,LMT,MAIN,META,MSFT,NEE,NET,NFLX,NU,NVDA,NVTS,OKTA,PANW,PG,PLTR,PYPL,QBTS,QQQ,QUBT,RGTI,RTX,RUN,SEDG,SHOP,SNOW,SOFI,SQ,TSLA,TSM,ZS"
